Invoice No,actual_shipment_date,Cust Po,Pick Ticket,customer.customer_id,customer.customer_name,order_number,PO Date,product.ndc,product.description,Category,Source,Batch,Exp Date,shipped_quantity,Size/dimensions,Pill Count,unit_selling_price,Freight,Gross_sales,Discount,Final Inv Amt,MM-YEAR,Contract ID,DEANO,DEA Exp Date,State Lic,State Lic Exp Dt,Ship To Code,Customer Name,STREET,address.city,address.state,address.postal_code,Shipping Method,Trecking No,Rxtpl Delivery No,RxtplInvoiceNo,Transfer_price,contract_price,ordered_quantity
6027859,2/28/2023,8163615141,20127838,1020909,MCKESSON FINANCIAL CENTER,1027918,3/1/2023,70756-085-11,"BACLOFEN TABLETS 5MG, 100CT.",Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV006,8/31/2024,144,100CT.,0,35,0,"5,040.00",0,"5,040.00",Mar-23,LPMCK001,RM0623834,12/31/2023,132000107,6/30/2023,1063477,MCKESSON DRUG COMPANY,8200 BLUEGRASS BLVD,JEFFERSONVILLE,OH,43128,,1ZA02E120305026352,,,,,,
6027860,2/28/2023,10839944,20127907,1018504,Amerisource Bergen Corp,1027921,3/2/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV016,11/30/2024,96,5 ML,0,15,0,"1,440.00",0,"1,440.00",Mar-23,LPABC001,RA0314562,7/31/2023,11434450,6/30/2023,1018508,AMERISOURCE BERGEN -DC DIV 010,6305 LASALLE DRIVE,LOCKBOURNE,OH,43137,,,,,,,,
6027860,2/28/2023,10839944,20127907,1018504,Amerisource Bergen Corp,1027921,3/2/2023,70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV010,8/31/2025,12,90'S,0,35,0,420,0,420,Mar-23,LPABC001,RA0314562,7/31/2023,11434450,6/30/2023,1018508,AMERISOURCE BERGEN -DC DIV 010,6305 LASALLE DRIVE,LOCKBOURNE,OH,43137,,,,,,,,
6027860,2/28/2023,10839944,20127907,1018504,Amerisource Bergen Corp,1027921,3/2/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,24,100'S,0,35,0,840,0,840,Mar-23,LPABC001,RA0314562,7/31/2023,11434450,6/30/2023,1018508,AMERISOURCE BERGEN -DC DIV 010,6305 LASALLE DRIVE,LOCKBOURNE,OH,43137,,,,,,,,
6027860,2/28/2023,10839944,20127907,1018504,Amerisource Bergen Corp,1027921,3/2/2023,70756-610-30,"OFLOXACIN OTIC SOLUTION, 0.3%(10ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),A9JXV014,10/31/2024,48,10ML,0,30,0,"1,440.00",0,"1,440.00",Mar-23,LPABC001,RA0314562,7/31/2023,11434450,6/30/2023,1018508,AMERISOURCE BERGEN -DC DIV 010,6305 LASALLE DRIVE,LOCKBOURNE,OH,43137,,,,,,,,
6027860,2/28/2023,10839944,20127907,1018504,Amerisource Bergen Corp,1027921,3/2/2023,70756-629-25,"PHENYLEPHRINE HCL OPH SOLN., USP, 2.5%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B5JXV002,8/31/2024,336,2ML,0,32.5,0,"10,920.00",0,"10,920.00",Mar-23,LPABC001,RA0314562,7/31/2023,11434450,6/30/2023,1018508,AMERISOURCE BERGEN -DC DIV 010,6305 LASALLE DRIVE,LOCKBOURNE,OH,43137,,,,,,,,
6027860,2/28/2023,10839944,20127907,1018504,Amerisource Bergen Corp,1027921,3/2/2023,70756-614-30,"PHENYLEPHRINE HCL OPH. SOLN. USP, 10%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),C4JXV002,5/30/2024,96,5ML,0,40,0,"3,840.00",0,"3,840.00",Mar-23,LPABC001,RA0314562,7/31/2023,11434450,6/30/2023,1018508,AMERISOURCE BERGEN -DC DIV 010,6305 LASALLE DRIVE,LOCKBOURNE,OH,43137,,,,,,,,
6027860,2/28/2023,10839944,20127907,1018504,Amerisource Bergen Corp,1027921,3/2/2023,70756-429-11,PRAZOSIN HCL CAPSULES USP 1 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,7PJKV002,11/30/2024,24,100CT.,0,13,0,312,0,312,Mar-23,LPABC001,RA0314562,7/31/2023,11434450,6/30/2023,1018508,AMERISOURCE BERGEN -DC DIV 010,6305 LASALLE DRIVE,LOCKBOURNE,OH,43137,,,,,,,,
6027860,2/28/2023,10839944,20127907,1018504,Amerisource Bergen Corp,1027921,3/2/2023,70756-430-11,PRAZOSIN HCL CAPSULES USP 2 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,9PJKV002,10/31/2024,24,100CT.,0,16,0,384,0,384,Mar-23,LPABC001,RA0314562,7/31/2023,11434450,6/30/2023,1018508,AMERISOURCE BERGEN -DC DIV 010,6305 LASALLE DRIVE,LOCKBOURNE,OH,43137,,1ZA02E120305033308 1ZA02E120305033308 1ZA02E120305033308 1ZA02E120305033308 1ZA02E120305033308 1ZA02E120305033308 1ZA02E12030503330,,,,,,
6027861,3/1/2023,30343880,20127938,1018504,Amerisource Bergen Corp,1027952,3/2/2023,70756-429-11,PRAZOSIN HCL CAPSULES USP 1 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,7PJKV002,11/30/2024,24,100CT.,0,13,0,312,0,312,Mar-23,LPABC001,RA0513437,7/31/2023,PHWH.FX.60688805,9/30/2023,1018523,AMERISOURCE BERGEN -DC DIV 30,2141 S 211TH ST SUITE A,DES MOINES,WA,98198,,,,,,,,
6027861,3/1/2023,30343880,20127938,1018504,Amerisource Bergen Corp,1027952,3/2/2023,70756-629-25,"PHENYLEPHRINE HCL OPH SOLN., USP, 2.5%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B5JXV003,11/30/2024,48,2ML,0,32.5,0,"1,560.00",0,"1,560.00",Mar-23,LPABC001,RA0513437,7/31/2023,PHWH.FX.60688805,9/30/2023,1018523,AMERISOURCE BERGEN -DC DIV 30,2141 S 211TH ST SUITE A,DES MOINES,WA,98198,,,,,,,,
6027861,3/1/2023,30343880,20127938,1018504,Amerisource Bergen Corp,1027952,3/2/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV016,11/30/2024,48,5 ML,0,15,0,720,0,720,Mar-23,LPABC001,RA0513437,7/31/2023,PHWH.FX.60688805,9/30/2023,1018523,AMERISOURCE BERGEN -DC DIV 30,2141 S 211TH ST SUITE A,DES MOINES,WA,98198,,,,,,,,
6027861,3/1/2023,30343880,20127938,1018504,Amerisource Bergen Corp,1027952,3/2/2023,70756-011-11,CHLORTHALIDONE TABLETS USP 25 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,5UJKV002,7/31/2024,24,100CT.,0,15,0,360,0,360,Mar-23,LPABC001,RA0513437,7/31/2023,PHWH.FX.60688805,9/30/2023,1018523,AMERISOURCE BERGEN -DC DIV 30,2141 S 211TH ST SUITE A,DES MOINES,WA,98198,,1ZA02E120305033282 1ZA02E120305033282 1ZA02E120305033282 1ZA02E120305033282 1ZA02E120305033282,,,,,,
6027861,3/1/2023,30343880,20127938,1018504,Amerisource Bergen Corp,1027952,3/2/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV005,8/31/2025,96,90'S,0,19.15,0,"1,838.40",0,"1,838.40",Mar-23,LPABC001,RA0513437,7/31/2023,PHWH.FX.60688805,9/30/2023,1018523,AMERISOURCE BERGEN -DC DIV 30,2141 S 211TH ST SUITE A,DES MOINES,WA,98198,,,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,12,100'S,0,9,0,108,0,108,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-011-11,CHLORTHALIDONE TABLETS USP 25 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,5UJKV002,7/31/2024,24,100CT.,0,3.3,0,79.2,0,79.2,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-405-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 25MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VNJKV001,8/31/2025,24,25MG,0,9.7,0,232.8,0,232.8,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,1ZA02E120305033326 1ZA02E120305033326 1ZA02E120305033326 1ZA02E120305033326 1ZA02E120305033326,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-406-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 50MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VPJKV002,6/30/2025,12,50MG,0,10.7,0,128.4,0,128.4,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-426-11,"DOXEPIN HCL CAPS, USP 50 MG 100S",Non-controlled,MANKIND PHARMA LTD UNIT-3,2DJKV004,9/30/2024,12,100CT.,0,5.8,0,69.6,0,69.6,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,1ZA02E120305033255 1ZA02E120305033255 1ZA02E120305033255 1ZA02E120305033255 1ZA02E120305033255 1ZA02E120305033255,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV011,6/30/2024,12,90,"1,080.00",3.97,0,47.64,0,47.64,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-610-30,"OFLOXACIN OTIC SOLUTION, 0.3%(10ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),A9JXV014,10/31/2024,48,10ML,0,4.5,0,216,0,216,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV016,11/30/2024,48,5 ML,0,2,0,96,0,96,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-019-12,PANTOPRAZOLE SOD DR TABS USP 40 MG 1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,1TJKV001,7/31/2024,12,1000CT.,0,18,0,216,0,216,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,,,,,,,
6027862,2/28/2023,115885,20127910,1027813,INDEPENDENT PHARMACY DISTRIBUTOR,1027924,3/2/2023,70756-807-51,LANSOPRAZOLE DELAYED RELEASE CAPSULES30,Non-controlled,Inventia Healthcare Limited,A3IOV011,8/31/2024,24,500,"12,000.00",16.85,0,404.4,0,404.4,Mar-23,LPIPD001,RI0564092,11/30/2023,523,12/31/2023,1060950,INDEPENDENT PHARMACY DISTRIBUTOR,1107 WEST MARKET CENTER DR,HIGHPOINT,NC,27260,,,,,,,,
6027863,2/28/2023,8287720,20127912,1058142,"DROGUERIA BETANCES, INC.",1027926,3/2/2023,70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV011,6/30/2024,24,90,"2,160.00",4,0,96,0,96,Mar-23,LPDBI002,RD0369947,6/30/2023,D-000792,5/22/2024,1058143,DROGUERIABETANCESINC,DROGUERIABETANCCAGUASPR00726,CAGUAS,PR,725,,,,,,,,
6027863,2/28/2023,8287720,20127912,1058142,"DROGUERIA BETANCES, INC.",1027926,3/2/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV016,11/30/2024,48,5 ML,0,2.71,0,130.08,0,130.08,Mar-23,LPDBI002,RD0369947,6/30/2023,D-000792,5/22/2024,1058143,DROGUERIABETANCESINC,DROGUERIABETANCCAGUASPR00726,CAGUAS,PR,725,,1ZA02E120305033264 1ZA02E120305033264 1ZA02E120305033264,,,,,,
6027863,2/28/2023,8287720,20127912,1058142,"DROGUERIA BETANCES, INC.",1027926,3/2/2023,70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV010,8/31/2025,12,90'S,0,3.71,0,44.52,0,44.52,Mar-23,LPDBI002,RD0369947,6/30/2023,D-000792,5/22/2024,1058143,DROGUERIABETANCESINC,DROGUERIABETANCCAGUASPR00726,CAGUAS,PR,725,,,,,,,,
6027863,2/28/2023,8287720,20127912,1058142,"DROGUERIA BETANCES, INC.",1027926,3/2/2023,70756-215-51,FENOFIBRATE TABLETS USP 160 MG 500'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V9JKV048,9/30/2025,60,500'S,0,19.85,0,"1,191.00",0,"1,191.00",Mar-23,LPDBI002,RD0369947,6/30/2023,D-000792,5/22/2024,1058143,DROGUERIABETANCESINC,DROGUERIABETANCCAGUASPR00726,CAGUAS,PR,725,,,,,,,,
6027863,2/28/2023,8287720,20127912,1058142,"DROGUERIA BETANCES, INC.",1027926,3/2/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV005,8/31/2025,72,90'S,0,2.58,0,185.76,0,185.76,Mar-23,LPDBI002,RD0369947,6/30/2023,D-000792,5/22/2024,1058143,DROGUERIABETANCESINC,DROGUERIABETANCCAGUASPR00726,CAGUAS,PR,725,,1ZA02E120305032907 1ZA02E120305032907 1ZA02E120305032907,,,,,,
6027864,2/28/2023,6732368,20127909,1031365,"CVS/Pharmacy,Inc",1027923,3/2/2023,70756-085-11,"BACLOFEN TABLETS 5MG, 100CT.",Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV007,9/30/2024,648,100CT.,0,3.1,0,"2,008.80",0,"2,008.80",Mar-23,LPCVS001,PR0205559,4/30/2023,115,1/31/2024,1031373,CVSTNDISTRIBUTIONLLC,10017 KINGSTON PIKE,KNOXVILLE,TN,37922,,1ZA02E120305031659 1ZA02E120305031659,,,,,,
6027864,2/28/2023,6732368,20127909,1031365,"CVS/Pharmacy,Inc",1027923,3/2/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV016,11/30/2024,"2,304.00",5 ML,0,1.76,0,"4,055.04",0,"4,055.04",Mar-23,LPCVS001,PR0205559,4/30/2023,115,1/31/2024,1031373,CVSTNDISTRIBUTIONLLC,10017 KINGSTON PIKE,KNOXVILLE,TN,37922,,1ZA02E120305031631,,,,,,
6027864,2/28/2023,6732368,20127909,1031365,"CVS/Pharmacy,Inc",1027923,3/2/2023,70756-610-30,"OFLOXACIN OTIC SOLUTION, 0.3%(10ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),A9JXV014,10/31/2024,"1,488.00",10ML,0,3.3,0,"4,910.40",0,"4,910.40",Mar-23,LPCVS001,PR0205559,4/30/2023,115,1/31/2024,1031373,CVSTNDISTRIBUTIONLLC,10017 KINGSTON PIKE,KNOXVILLE,TN,37922,,1ZA02E120305031640,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-407-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 75MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VRJKV001,8/31/2025,12,75MG,0,45,0,540,0,540,Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV005,8/31/2025,48,90'S,0,19.15,0,919.2,0,919.2,Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,36,100'S,0,35,0,"1,260.00",0,"1,260.00",Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-720-11,ACETAZOLAMIDE TABLETS USP 125 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TEJKV002,8/31/2025,12,100'S,0,26,0,312,0,312,Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,1ZA02E120305031560 1ZA02E120305031560 1ZA02E120305031560,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV016,11/30/2024,96,5 ML,0,15,0,"1,440.00",0,"1,440.00",Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-629-25,"PHENYLEPHRINE HCL OPH SOLN., USP, 2.5%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B5JXV003,11/30/2024,96,2ML,0,32.5,0,"3,120.00",0,"3,120.00",Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-614-30,"PHENYLEPHRINE HCL OPH. SOLN. USP, 10%",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),C4JXV002,5/30/2024,48,5ML,0,40,0,"1,920.00",0,"1,920.00",Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-429-11,PRAZOSIN HCL CAPSULES USP 1 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,7PJKV002,11/30/2024,144,100CT.,0,13,0,"1,872.00",0,"1,872.00",Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,1ZA02E120305031524 1ZA02E120305031524 1ZA02E120305031524 1ZA02E120305031524,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-430-11,PRAZOSIN HCL CAPSULES USP 2 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,9PJKV002,10/31/2024,6,100CT.,0,16,0,96,0,96,Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,1ZA02E120305031551 1ZA02E120305031551 1ZA02E120305031551 1ZA02E120305031551 1ZA02E120305031551,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-215-51,FENOFIBRATE TABLETS USP 160 MG 500'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V9JKV048,9/30/2025,36,500'S,0,194.45,0,"7,000.20",0,"7,000.20",Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,,,,,,,
6027865,3/1/2023,63501845,20127935,1018504,Amerisource Bergen Corp,1027949,3/2/2023,70756-440-11,PRAZOSIN HCL CAPSULES USP 5 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,1QJKV002,11/30/2024,48,100CT.,0,23,0,"1,104.00",0,"1,104.00",Mar-23,LPABC001,RA0464406,7/31/2023,2220222,5/31/2024,1018531,AMERISOURCE BERGEN -DC DIV 63,"10910 LEE VISTA BLVD, SUITE 401",ORLANDO,FL,32829,,,,,,,,
6027866,3/1/2023,28337114,20127928,1018504,Amerisource Bergen Corp,1027942,3/2/2023,70756-807-51,LANSOPRAZOLE DELAYED RELEASE CAPSULES30,Non-controlled,Inventia Healthcare Limited,A3IOV011,8/31/2024,6,500,"3,000.00",48.05,0,288.3,0,288.3,Mar-23,LPABC001,RA0501216,7/31/2023,363446,5/31/2023,1018521,AMERISOURCE BERGEN -DC DIV 28,500 INNOVATION DRIVE,SHAKOPEE,MN,55379,,,,,,,,
6027866,3/1/2023,28337114,20127928,1018504,Amerisource Bergen Corp,1027942,3/2/2023,70756-721-11,ACETAZOLAMIDE TABLETS USP 250 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TFJKV004,10/31/2025,12,100'S,0,35,0,420,0,420,Mar-23,LPABC001,RA0501216,7/31/2023,363446,5/31/2023,1018521,AMERISOURCE BERGEN -DC DIV 28,500 INNOVATION DRIVE,SHAKOPEE,MN,55379,,,,,,,,
6027866,3/1/2023,28337114,20127928,1018504,Amerisource Bergen Corp,1027942,3/2/2023,70756-720-11,ACETAZOLAMIDE TABLETS USP 125 MG 100'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,TEJKV002,8/31/2025,12,100'S,0,26,0,312,0,312,Mar-23,LPABC001,RA0501216,7/31/2023,363446,5/31/2023,1018521,AMERISOURCE BERGEN -DC DIV 28,500 INNOVATION DRIVE,SHAKOPEE,MN,55379,,,,,,,,
6027866,3/1/2023,28337114,20127928,1018504,Amerisource Bergen Corp,1027942,3/2/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV016,11/30/2024,624,5 ML,0,15,0,"9,360.00",0,"9,360.00",Mar-23,LPABC001,RA0501216,7/31/2023,363446,5/31/2023,1018521,AMERISOURCE BERGEN -DC DIV 28,500 INNOVATION DRIVE,SHAKOPEE,MN,55379,,1ZA02E120305031686,,,,,,
6027866,3/1/2023,28337114,20127928,1018504,Amerisource Bergen Corp,1027942,3/2/2023,70756-429-11,PRAZOSIN HCL CAPSULES USP 1 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,7PJKV002,11/30/2024,48,100CT.,0,13,0,624,0,624,Mar-23,LPABC001,RA0501216,7/31/2023,363446,5/31/2023,1018521,AMERISOURCE BERGEN -DC DIV 28,500 INNOVATION DRIVE,SHAKOPEE,MN,55379,,,,,,,,
6027866,3/1/2023,28337114,20127928,1018504,Amerisource Bergen Corp,1027942,3/2/2023,70756-440-11,PRAZOSIN HCL CAPSULES USP 5 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,1QJKV002,11/30/2024,24,100CT.,0,23,0,552,0,552,Mar-23,LPABC001,RA0501216,7/31/2023,363446,5/31/2023,1018521,AMERISOURCE BERGEN -DC DIV 28,500 INNOVATION DRIVE,SHAKOPEE,MN,55379,,1ZA02E120305031622 1ZA02E120305031622 1ZA02E120305031622 1ZA02E120305031622 1ZA02E120305031622 1ZA02E120305031622,,,,,,
6027867,3/1/2023,18405928,20127924,1018504,Amerisource Bergen Corp,1027938,3/2/2023,70756-430-11,PRAZOSIN HCL CAPSULES USP 2 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,9PJKV002,10/31/2024,24,100CT.,0,16,0,384,0,384,Mar-23,LPABC001,RA0316958,7/31/2023,,,1018513,AMERISOURCE BERGEN -DC DIV 018,501 PATRIOT PKWY.,ROANOKE,TX,76262,,,,,,,,
6027867,3/1/2023,18405928,20127924,1018504,Amerisource Bergen Corp,1027938,3/2/2023,70756-609-15,"OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL)",Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV016,11/30/2024,144,5 ML,0,15,0,"2,160.00",0,"2,160.00",Mar-23,LPABC001,RA0316958,7/31/2023,,,1018513,AMERISOURCE BERGEN -DC DIV 018,501 PATRIOT PKWY.,ROANOKE,TX,76262,,,,,,,,
