Invoice No,Invoice Dt,Sales Order No,Pick Ticket,Sold To Party,Sold To Party Desc,Cust Po,PO Date,NDC No.,NDC Desc,Category,Source,Batch,Exp Date,Qty,Size/dimensions,Pill Count,Price,Freight,Invoice Amt,Discount,Final Inv Amt,MM-YEAR,Contract ID,DEANO,DEA Exp Date,State Lic.,State Lic Exp Dt,Ship To Code,Customer Name,STREET,City,State,Zip,Shipping Method,Trecking No.,Rxtpl Delivery No.,Rxtpl Invoice  No.
0006027832,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027862,0020127872,0001020909,MCKESSON FINANCIAL CENTER,8163615142,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-203-12,AMITRIPTYLINE HCL TABLETS USP 50MG-1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,0AJKV003,Tue Sep 30 2025 05:30:00 GMT+0530 (India Standard Time),12,1000'S,0,180,0,2160,0,2160,03/2023,LPMCK001,RM0623834,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),132000107,Fri Jun 30 2023 05:30:00 GMT+0530 (India Standard Time),0001063477,MCKESSON DRUG COMPANY,8200 BLUEGRASS BLVD,JEFFERSONVILLE,OH,43128,,,,
0006027832,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027862,0020127872,0001020909,MCKESSON FINANCIAL CENTER,8163615142,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-425-11,DOXEPIN HCL CAPS, USP 25 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,8CJKV005,Sat Aug 31 2024 05:30:00 GMT+0530 (India Standard Time),24,100CT.,0,21.56,0,517.44,0,517.44,03/2023,LPMCK001,RM0623834,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),132000107,Fri Jun 30 2023 05:30:00 GMT+0530 (India Standard Time),0001063477,MCKESSON DRUG COMPANY,8200 BLUEGRASS BLVD,JEFFERSONVILLE,OH,43128,,,,
0006027832,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027862,0020127872,0001020909,MCKESSON FINANCIAL CENTER,8163615142,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-202-11,AMITRIPTYLINE HCL TABLETS USP 25MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z6JKW001,Wed Dec 31 2025 05:30:00 GMT+0530 (India Standard Time),24,100'S,0,8.5,0,204,0,204,03/2023,LPMCK001,RM0623834,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),132000107,Fri Jun 30 2023 05:30:00 GMT+0530 (India Standard Time),0001063477,MCKESSON DRUG COMPANY,8200 BLUEGRASS BLVD,JEFFERSONVILLE,OH,43128,,,,
0006027832,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027862,0020127872,0001020909,MCKESSON FINANCIAL CENTER,8163615142,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-426-11,DOXEPIN HCL CAPS, USP 50 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,2DJKV004,Mon Sep 30 2024 05:30:00 GMT+0530 (India Standard Time),24,100CT.,0,32.34,0,776.16,0,776.16,03/2023,LPMCK001,RM0623834,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),132000107,Fri Jun 30 2023 05:30:00 GMT+0530 (India Standard Time),0001063477,MCKESSON DRUG COMPANY,8200 BLUEGRASS BLVD,JEFFERSONVILLE,OH,43128,,,,
0006027832,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027862,0020127872,0001020909,MCKESSON FINANCIAL CENTER,8163615142,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-629-25,PHENYLEPHRINE HCL OPH SOLN., USP, 2.5%,Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B5JXV002,Sat Aug 31 2024 05:30:00 GMT+0530 (India Standard Time),96,2ML,0,32.5,0,3120,0,3120,03/2023,LPMCK001,RM0623834,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),132000107,Fri Jun 30 2023 05:30:00 GMT+0530 (India Standard Time),0001063477,MCKESSON DRUG COMPANY,8200 BLUEGRASS BLVD,JEFFERSONVILLE,OH,43128,,1ZA02E120305019511,,
0006027833,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027875,0020127891,0001020909,MCKESSON FINANCIAL CENTER,8112429343,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-609-15,OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL),Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV015,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),144,5 ML,0,15,0,2160,0,2160,03/2023,LPMCK001,RM0551386,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),PHWH.FX.60910386,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001034246,MCKESSON DRUG SEATTLE DC#8112,208 TODD ROAD NE,PUYALLUP,WA,98372,,1ZA02E120305019486,,
0006027834,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027882,0020127901,0001020909,MCKESSON FINANCIAL CENTER,8163406628,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-609-15,OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL),Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV015,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),48,5 ML,0,15,0,720,0,720,03/2023,LPMCK001,RM0623834,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),132000107,Fri Jun 30 2023 05:30:00 GMT+0530 (India Standard Time),0001063477,MCKESSON DRUG COMPANY,8200 BLUEGRASS BLVD,JEFFERSONVILLE,OH,43128,,1ZA02E120305019502,,
0006027836,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027860,0020127865,0001020909,MCKESSON FINANCIAL CENTER,8180744646,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-085-11,BACLOFEN TABLETS 5MG, 100CT.,Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV007,Mon Sep 30 2024 05:30:00 GMT+0530 (India Standard Time),24,100CT.,0,35,0,840,0,840,03/2023,LPMCK001,PM0023046,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),103539-1710,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001020931,MCKESSON DC# 8180,1900 SOUTH 4490 WEST,SALT LAKE CITY,UT,84104-4720,,1ZA02E120305021259,,
0006027837,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027896,0020127868,0001020909,MCKESSON FINANCIAL CENTER,8120616616,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-085-11,BACLOFEN TABLETS 5MG, 100CT.,Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV007,Mon Sep 30 2024 05:30:00 GMT+0530 (India Standard Time),24,100CT.,0,35,0,840,0,840,03/2023,LPMCK001,RM0424363,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),,,0001020913,MCKESSON DC# 8120,10504 MCKESSON DRIVE,RUTHER GLEN,VA,22546,,1ZA02E120305021268,,
0006027838,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027868,0020127881,0001020909,MCKESSON FINANCIAL CENTER,8170849516,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-406-11,CLOMIPRAMINE HYDROCHLORIDE CAPSULES 50MG,Non-controlled,MANKIND PHARMA LTD UNIT-3,VPJKV002,Mon Jun 30 2025 05:30:00 GMT+0530 (India Standard Time),12,50MG,0,45,0,540,0,540,03/2023,LPMCK001,PM0021131,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),W000002,Thu Oct 31 2024 05:30:00 GMT+0530 (India Standard Time),0001020928,MCKESSON DC# 8170,495 S. 107TH AVE,TOLLESON,AZ,85353-9402,,1ZA02E120305021286,,
0006027839,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027888,0020127890,0001020909,MCKESSON FINANCIAL CENTER,8112669454,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-085-11,BACLOFEN TABLETS 5MG, 100CT.,Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV007,Mon Sep 30 2024 05:30:00 GMT+0530 (India Standard Time),24,100CT.,0,35,0,840,0,840,03/2023,LPMCK001,RM0551386,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),PHWH.FX.60910386,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001034246,MCKESSON DRUG SEATTLE DC#8112,208 TODD ROAD NE,PUYALLUP,WA,98372,,1ZA02E120305021277,,
0006027840,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027883,0020127899,0001020909,MCKESSON FINANCIAL CENTER,8173523323,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-609-15,OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL),Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV015,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),96,5 ML,0,15,0,1440,0,1440,03/2023,LPMCK001,PM0022929,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),WI-0001050-CS,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001020929,MCKESSON DC# 8173,9700 SW COMMERCE CIRCLE,WILSONVILLE,OR,97070-9688,,1ZA02E120305021231,,
0006027841,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027876,0020127893,0001020909,MCKESSON FINANCIAL CENTER,8120541815,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-609-15,OFLOXACIN OTIC SOLUTION, 0.3% (5ML FILL),Non-controlled,MANKIND PHARMA LTD- UNIT 3(BLOCK D),B1JXV015,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),96,5 ML,0,15,0,1440,0,1440,03/2023,LPMCK001,RM0424363,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),,,0001020913,MCKESSON DC# 8120,10504 MCKESSON DRIVE,RUTHER GLEN,VA,22546,,1ZA02E120305021240,,
0006027842,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027870,0020127883,0001020909,MCKESSON FINANCIAL CENTER,8182826571,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-085-11,BACLOFEN TABLETS 5MG, 100CT.,Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV007,Mon Sep 30 2024 05:30:00 GMT+0530 (India Standard Time),48,100CT.,0,35,0,1680,0,1680,03/2023,LPMCK001,PM0021535,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),WLS 1555,Fri Dec 01 2023 05:30:00 GMT+0530 (India Standard Time),0001020932,MCKESSON DC# 8182,3775 SEAPORT BLVD,W.SACRAMENTO,CA,95691-3472,,1ZA02E120305021222,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV022,Fri Oct 31 2025 05:30:00 GMT+0530 (India Standard Time),540,500MG,0,17.5,0,9450,0,9450,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-704-60,RANOLAZINE ER TABLETS 1000MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S3JKV010,Tue Sep 30 2025 05:30:00 GMT+0530 (India Standard Time),324,1000MG,0,28.05,0,9088.2,0,9088.2,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE NONE,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-814-90,OLME MEDO & HCTZ TABS 40MG/ 25MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1234A,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),264,90'S,0,36,0,9504,0,9504,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-813-90,OLME MEDO & HCTZ TABS 40MG/ 12.5MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1165A,Thu Oct 31 2024 05:30:00 GMT+0530 (India Standard Time),192,90'S,0,36,0,6912,0,6912,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-813-30,OLME MEDO & HCTZ TABS 40MG/ 12.5MG 30'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1238A,Sat Nov 30 2024 05:30:00 GMT+0530 (India Standard Time),312,30'S,0,12,0,3744,0,3744,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-812-90,OLME MEDO & HCTZ TABS 20MG/ 12.5MG 90'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T0923A,Wed Jul 31 2024 05:30:00 GMT+0530 (India Standard Time),24,90'S,0,30,0,720,0,720,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-812-30,OLME & HCTZ TABS 20 MG/ 12.5 MG 30'S,Non-controlled,UMEDICA LABORATORIES PVT LTD,U22T1168A,Thu Oct 31 2024 05:30:00 GMT+0530 (India Standard Time),144,30'S,0,10,0,1440,0,1440,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV011,Sun Jun 30 2024 05:30:00 GMT+0530 (India Standard Time),36,90,3240,8.65,0,311.4,0,311.4,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-806-30,LANSOPRAZOLE DELAYED RELEASE CAPSULES 15,Non-controlled,Inventia Healthcare Limited,A0IOV006,Fri May 31 2024 05:30:00 GMT+0530 (India Standard Time),108,30,3240,5,0,540,0,540,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-214-90,FENOFIBRATE TABLETS USP 54 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V3JKV004,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),156,90'S,0,19.15,0,2987.4,0,2987.4,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-215-51,FENOFIBRATE TABLETS USP 160 MG 500'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V9JKV048,Tue Sep 30 2025 05:30:00 GMT+0530 (India Standard Time),6,500'S,0,194.45,0,1166.7,0,1166.7,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-215-90,FENOFIBRATE TABLETS USP 160 MG 90'S,Non-controlled,MANKIND PHARMA LTD UNIT-3,V8JKV010,Sun Aug 31 2025 05:30:00 GMT+0530 (India Standard Time),228,90'S,0,35,0,7980,0,7980,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-203-12,AMITRIPTYLINE HCL TABLETS USP 50MG-1000S,Non-controlled,MANKIND PHARMA LTD UNIT-3,0AJKV003,Tue Sep 30 2025 05:30:00 GMT+0530 (India Standard Time),24,1000'S,0,180,0,4320,0,4320,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-085-11,BACLOFEN TABLETS 5MG, 100CT.,Non-controlled,MANKIND PHARMA LTD UNIT-3,YYJKV006,Sat Aug 31 2024 05:30:00 GMT+0530 (India Standard Time),24,100CT.,0,35,0,840,0,840,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-203-11,AMITRIPTYLINE HCL TABLETS USP 50MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,1AJKW001,Sun Nov 30 2025 05:30:00 GMT+0530 (India Standard Time),192,100'S,0,18.5,0,3552,0,3552,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-203-11,AMITRIPTYLINE HCL TABLETS USP 50MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,1AJKV002,Tue Sep 30 2025 05:30:00 GMT+0530 (India Standard Time),96,100'S,0,18.5,0,1776,0,1776,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-202-11,AMITRIPTYLINE HCL TABLETS USP 25MG-100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z6JKW001,Wed Dec 31 2025 05:30:00 GMT+0530 (India Standard Time),288,100'S,0,8.5,0,2448,0,2448,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027843,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027807,0020127786,0001018223,CARDINAL HEALTH INC,C5294609NJB,Mon Feb 27 2023 05:30:00 GMT+0530 (India Standard Time),70756-201-12,AMITRIPTYLINE HCL TABLETS USP 10MG-1000s,Non-controlled,MANKIND PHARMA LTD UNIT-3,Z0JKV003,Thu Jul 31 2025 05:30:00 GMT+0530 (India Standard Time),96,1000'S,0,65,0,6240,0,6240,03/2023,LPCAH001,RW0269654,Wed May 31 2023 05:30:00 GMT+0530 (India Standard Time),5002857,Wed Jan 31 2024 05:30:00 GMT+0530 (India Standard Time),0001018229,CARDINAL HEALTH-DC SWD# 43,1120 COMMERCE BLVD.,SWEDESBORO,NJ,08085,,,,
0006027844,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027858,0020127861,0001020909,MCKESSON FINANCIAL CENTER,8173812998,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-807-90,LANSOPRAZOLE DELAYED RELEASE CAPSULES 30,Non-controlled,Inventia Healthcare Limited,A2IOV011,Sun Jun 30 2024 05:30:00 GMT+0530 (India Standard Time),96,90,8640,8.65,0,830.4,0,830.4,03/2023,LPMCK001,PM0022929,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),WI-0001050-CS,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001020929,MCKESSON DC# 8173,9700 SW COMMERCE CIRCLE,WILSONVILLE,OR,97070-9688,,,,
0006027844,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027858,0020127861,0001020909,MCKESSON FINANCIAL CENTER,8173812998,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-425-11,DOXEPIN HCL CAPS, USP 25 MG 100S,Non-controlled,MANKIND PHARMA LTD UNIT-3,8CJKV004,Sat Aug 31 2024 05:30:00 GMT+0530 (India Standard Time),24,100CT.,0,21.56,0,517.44,0,517.44,03/2023,LPMCK001,PM0022929,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),WI-0001050-CS,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001020929,MCKESSON DC# 8173,9700 SW COMMERCE CIRCLE,WILSONVILLE,OR,97070-9688,,,,
0006027844,Wed Mar 01 2023 05:30:00 GMT+0530 (India Standard Time),0001027858,0020127861,0001020909,MCKESSON FINANCIAL CENTER,8173812998,Tue Feb 28 2023 05:30:00 GMT+0530 (India Standard Time),70756-703-60,RANOLAZINE ER TABLETS 500MG 60'S PACK,Non-controlled,MANKIND PHARMA LTD UNIT-3,S0JKV023,Fri Oct 31 2025 05:30:00 GMT+0530 (India Standard Time),12,500MG,0,17.5,0,210,0,210,03/2023,LPMCK001,PM0022929,Sun Dec 31 2023 05:30:00 GMT+0530 (India Standard Time),WI-0001050-CS,Sat Sep 30 2023 05:30:00 GMT+0530 (India Standard Time),0001020929,MCKESSON DC# 8173,9700 SW COMMERCE CIRCLE,WILSONVILLE,OR,97070-9688,,1ZA02E120305021526 1ZA02E120305021526 1ZA02E120305021526 1ZA02E120305021526,,
